,id,tags,lonlat,sport,leisure
0,330089602,"{'name': 'Lap. Bola', 'sport': 'football'}","(99.15429080000006, 3.3259125000000096)",football,
1,577456364,"{'name': 'Lapangan Badminton', 'sport': 'badminton'}","(98.6893255999999, 3.532846599999998)",badminton,
2,601846788,"{'leisure': 'track', 'name': 'Go-Kart', 'sport': 'motor', 'surface': 'Balapan'}","(104.03993470000005, 1.1622296000000087)",motor,track
3,601855868,"{'leisure': 'pitch', 'name': 'Tennis Court PLH', 'sport': 'tennis'}","(104.05754220000003, 1.125589300000009)",tennis,pitch
4,624950721,"{'name': 'Batam Cable Ski', 'sport': 'water_ski', 'tourism': 'attraction'}","(103.93780480000012, 1.0802731999999862)",water_ski,
5,641637893,"{'ele': '227.48', 'is_in': 'North Bali,Bali,Indonesia', 'leisure': 'park', 'name': 'Bali Butterfly Park', 'opening_hours': '08:00-17:00', 'phone': '+62361-814282/3', 'tourism': 'attraction'}","(115.13462920000002, -8.479458900000003)",,park
6,702331550,"{'garmin_type': '0x2d07', 'name': 'Harris Bowling', 'source': 'Batam Mapping Project', 'sport': '10pin'}","(103.93809180000007, 1.0832229000000022)",10pin,
7,702347754,"{'garmin_type': '0x2d09', 'leisure': 'swimming_pool', 'name': 'Vista Fitnes And Swimming Pool', 'source': 'Batam Mapping Project', 'sport': 'swimming'}","(104.01371000000013, 1.1193599999999984)",swimming,swimming_pool
8,702355074,"{'sport': 'swimming', 'source': 'Batam Mapping Project', 'garmin_type': '0x5400'}","(103.9197400000001, 1.1412000000000007)",swimming,
9,702721191,"{'amenity': 'dive_centre', 'name': 'Lumba Lumba', 'sport': 'scuba_diving', 'website': 'https://www.lumbalumba.com/'}","(95.26947000000014, 5.853110000000002)",scuba_diving,
10,705081176,"{'name': 'Badminton Court', 'sport': 'badminton', 'source': 'Batam Mapping Project', 'garmin_type': '0x2d0a'}","(103.95729559999984, 1.1099922000000073)",badminton,
11,707626330,"{'name': 'Sangrila Swiming Pool', 'sport': 'swimming', 'source': 'Batam Mapping Project', 'garmin_type': '0x5400'}","(103.94567000000009, 1.1146200000000286)",swimming,
12,760542363,"{'name': 'Batam View Tennis', 'sport': 'tennis', 'source': 'Batam Mapping Project', 'garmin_type': '0x2d0a'}","(104.07276009999983, 1.1867999000000045)",tennis,
13,760546727,"{'name': 'Palm Spring Golf Course', 'sport': 'golf', 'source': 'Batam Mapping Project', 'garmin_type': '0x2d05'}","(104.08251999999986, 1.1895899000000045)",golf,
14,856136559,"{'leisure': 'sports_centre', 'sport': 'basketball'}","(106.80016550000003, -6.591331700000002)",basketball,sports_centre
15,990884155,"{'name': 'Air Sanih', 'is_in': 'North Bali,Bali,Indonesia', 'sport': 'swimming', 'leisure': 'Natural Pool', 'natural': 'spring', 'int_name': 'Yeh Sanih'}","(115.2168697999996, -8.077467500000003)",swimming,Natural Pool
16,1075353141,"{'name': 'Arus Balee', 'sport': 'scuba_diving'}","(95.25409150000024, 5.890949400000014)",scuba_diving,
17,1271820288,"{'covered': 'no', 'designation': 'tour', 'is_in:county': 'Rantepao', 'is_in:region': 'Tana Toraja', 'is_in:state': 'Sulawesi Selatan', 'leisure': 'swimming_pool', 'name': 'Limbong', 'operator': 'alfan syuri syam', 'sport': 'swimming'}","(119.8714235999996, -2.982627500000013)",swimming,swimming_pool
18,1280037893,"{'name': 'Rubiah Tirta Divers', 'sport': 'scuba_diving', 'amenity': 'dive_centre'}","(95.25557450000049, 5.875108000000009)",scuba_diving,
19,1296487490,"{'name': 'Lap. Bola Belilik', 'sport': 'soccer', 'leisure': 'pitch'}","(106.20961929999994, -2.321419599999992)",soccer,pitch
20,1308654991,"{'is_in:country': 'Indonesia', 'is_in:county': 'Pemalang', 'is_in:region': 'Pemalang', 'is_in:state': 'Jawa Tengah', 'leisure': 'park', 'name': 'Pelutan'}","(109.38031499999961, -6.887063400000013)",,park
21,1308662231,"{'is_in:country': 'Indonesia', 'is_in:region': 'Kab. Malang', 'is_in:state': 'Jawa Timur', 'name': 'Putukrejo', 'place': 'village', 'sport': 'soccer'}","(112.62433859999992, -8.132323399999997)",soccer,
22,1308689263,"{'is_in:country': 'Indonesia', 'is_in:county': 'Luwuk', 'is_in:region': 'Banggai', 'is_in:state': 'Sulawesi Tengah', 'leisure': 'park', 'name': 'RTH Teluk Lalong'}","(122.79157890000008, -0.9563031999999803)",,park
23,1314452590,"{'description': 'Nearby this area, Living Seas has set up coral reef restoration projects. This is a drift dive, with potential for strong currents. Swim south 5 minutes to get to coral restoration site.', 'name': 'Gili Mimpang', 'place': 'islet', 'scuba_diving:dangers:current': 'yes', 'scuba_diving:depth': '20', 'scuba_diving:entry': 'boat', 'scuba_diving:type:boat': 'yes', 'sport': 'scuba_diving'}","(115.57632100000002, -8.526091999999974)",scuba_diving,
24,1345845585,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(106.79495530000035, -6.209313699999993)",swimming,swimming_pool
25,1348235684,"{'name': 'lapangan global prestasi school', 'sport': 'soccer', 'leisure': 'pitch'}","(106.96083859999995, -6.248031799999993)",soccer,pitch
26,1355954620,"{'name': 'Lapangan Sepak Bola Kopang', 'sport': 'soccer', 'leisure': 'pitch', 'soccer:type_idn': 'lapangan_bola'}","(116.34929890000002, -8.629909099999992)",soccer,pitch
27,1382707859,"{'name': 'LAPANGAN VOLLY', 'sport': 'volleyball'}","(118.69594330000001, -8.561003600000005)",volleyball,
28,1400113782,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Otakkokok', 'sport': 'swimming'}","(116.39873559999941, -8.534568900000048)",swimming,swimming_pool
29,1407107244,"{'leisure': 'sports_centre', 'name': 'Sritex Arena', 'sport': 'basketball'}","(110.81480090000005, -7.57074849999997)",basketball,sports_centre
30,1411232693,"{'name': 'Lapangan Janapria', 'sport': 'multi', 'leisure': 'stadium'}","(116.40262730000005, -8.694083900000008)",multi,stadium
31,1411422107,"{'name': 'Inside', 'sport': 'surfing'}","(116.36480759999993, -8.915152500000001)",surfing,
32,1412916674,"{'name': 'Mawi', 'sport': 'surfing'}","(116.15690149999992, -8.876844799999944)",surfing,
33,1441078920,"{'name': 'GOR Uncak Kapuas', 'sport': 'multi', 'leisure': 'stadium'}","(112.92618679999995, 0.8803379000000289)",multi,stadium
34,1449683333,"{'name': 'Stadion Sangkuriang', 'sport': 'soccer', 'leisure': 'sports_centre'}","(107.53657910000067, -6.868878799999994)",soccer,sports_centre
35,1485422409,"{'name': 'Pantai Merah', 'sport': 'scuba_diving', 'scuba_diving:type:reef': 'yes'}","(119.52618420000007, -8.600965700000023)",scuba_diving,
36,1538527459,{'sport': '10pin'},"(100.36843300000004, -0.8989322999999999)",10pin,
37,1543725476,"{'name': 'GOR Boyolali', 'sport': 'tennis', 'leisure': 'sports_centre', 'building': 'yes'}","(110.5963587000004, -7.541589600000035)",tennis,sports_centre
38,1550350327,"{'covered': 'yes', 'leisure': 'swimming_pool', 'motor_vehicle': 'designated', 'name': 'Pandiga Sport Center', 'sport': 'swimming'}","(107.55568660000024, -6.875374999999965)",swimming,swimming_pool
39,1573518443,"{'name': 'Crystal Divers', 'sport': 'scuba_diving', 'amenity': 'dive_centre'}","(115.2633404999993, -8.6962994000001)",scuba_diving,
40,1597536202,"{'name': 'Water Park', 'sport': 'swimming', 'opening_hours': 'Mo-Su\n7:30-19:30'}","(104.00473590000011, 1.0394814000000565)",swimming,
41,1616579356,"{'name': 'TAMBAL BAN KABAR', 'sport': 'safety_training', 'leisure': 'stadium'}","(120.24838280000004, -9.666707899999981)",safety_training,stadium
42,1626443947,"{'addr:city': 'caruban', 'addr:housename': 'Rumah Tani', 'addr:postcode': '63153', 'addr:street': 'imam bonjol', 'content': 'fish, rabbit, chicken', 'leisure': 'park', 'name': 'Farm', 'source': 'owner'}","(111.66338760000001, -7.55116910000005)",,park
43,1666789704,"{'name': 'Lapangan Puweri', 'sport': 'soccer', 'leisure': 'pitch'}","(119.45219220000008, -9.626482499999987)",soccer,pitch
44,1666789826,"{'name': 'Taman Kota Kaori', 'leisure': 'park'}","(119.41293560000008, -9.630282399999992)",,park
45,1677965831,"{'name': 'Taman Kota Selong', 'leisure': 'park'}","(116.53105970000044, -8.64844380000002)",,park
46,1694290376,"{'name': 'Lapangan Sepak Bola Benlutu', 'sport': 'soccer', 'leisure': 'pitch'}","(124.22452229999988, -9.891924200000027)",soccer,pitch
47,1698275888,"{'name': 'Stadion Notohadinegoro', 'sport': 'soccer', 'leisure': 'sports_centre'}","(113.70203669999982, -8.153775800000028)",soccer,sports_centre
48,1707858087,"{'leisure': 'swimming_pool', 'name': 'Wisma Ananda Swimming Pool', 'sport': 'swimming'}","(110.36381169999983, -7.816172300000031)",swimming,swimming_pool
49,1708393548,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(106.87719690000017, -6.585566200000006)",swimming,swimming_pool
50,1723679079,"{'name': 'Lapangan Bola Wab', 'sport': 'soccer', 'leisure': 'pitch'}","(132.68215679999997, -5.799360599999987)",soccer,pitch
51,1723679081,"{'name': 'Nen Ma Il', 'sport': 'swimming', 'leisure': 'swimming_pool'}","(132.70387069999998, -5.790239799999987)",swimming,swimming_pool
52,1723838933,"{'name': 'lapangan sepak bola', 'sport': 'soccer', 'leisure': 'pitch'}","(121.638328, -8.857410199999988)",soccer,pitch
53,1726055215,"{'name': 'Bukit Timbis Paragliding site', 'sport': 'paragliding', 'tourism': 'viewpoint'}","(115.1923582999999, -8.84203129999999)",paragliding,
54,1726066311,"{'access': 'yes', 'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Spa Hati', 'sport': 'swimming'}","(115.27239749999991, -8.505829999999992)",swimming,swimming_pool
55,1727309925,"{'access': 'yes', 'covered': 'no', 'leisure': 'swimming_pool', 'motor_vehicle': 'yes', 'name': 'Rembangan', 'operator': 'Pemkab Jember', 'source': 'Hofstide', 'sport': 'swimming'}","(113.69072829999996, -8.078344199999972)",swimming,swimming_pool
56,1733067722,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Bandung Permai', 'sport': 'swimming'}","(113.66656519999974, -8.183745100000007)",swimming,swimming_pool
57,1733658663,"{'covered': 'no', 'leisure': 'swimming_pool', 'sport': 'swimming'}","(113.2350398000001, -8.075157599999997)",swimming,swimming_pool
58,1733824523,"{'name': 'GOR Pemuda Kaliwates', 'sport': 'tennis', 'leisure': 'sports_centre'}","(113.67810530000023, -8.184077099999996)",tennis,sports_centre
59,1737995173,"{'name': 'Taman Peranginan', 'leisure': 'park'}","(106.79714490000026, -6.5871756999999755)",,park
60,1747622275,"{'name': 'Lapangan Pancasila', 'sport': 'soccer', 'leisure': 'sports_centre'}","(119.52170620000032, -3.8440051999999936)",soccer,sports_centre
61,1752516308,"{'sport': 'athletics', 'leisure': 'sports_centre'}","(119.52199640000019, -3.8466668999999913)",athletics,sports_centre
62,1763309046,"{'name': 'Lapangan Tenis Kopang', 'sport': 'tennis', 'leisure': 'pitch'}","(116.3486404, -8.629993200000005)",tennis,pitch
63,1769415218,"{'leisure': 'swimming_pool', 'name': 'Kolam Renang Salsabilla', 'sport': 'swimming'}","(110.411353, -7.767167999999978)",swimming,swimming_pool
64,1769415223,"{'leisure': 'swimming_pool', 'name': 'Depok Sport Center', 'sport': 'swimming'}","(110.40864470000001, -7.772560299999977)",swimming,swimming_pool
65,1773750274,"{'name': 'Kolam Renang ', 'sport': 'swimming', 'amenity': 'swimming_pool'}","(104.07866750000005, 1.104360999999954)",swimming,
66,1779996435,"{'name': 'Lapangan Sepak Bola Lowu-lowu', 'sport': 'soccer', 'leisure': 'pitch'}","(122.6289968000002, -5.4074262999999325)",soccer,pitch
67,1783242617,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Waterpark Citra Indah', 'sport': 'swimming'}","(107.03516099999995, -6.44694640000008)",swimming,swimming_pool
68,1819743533,"{'covered': 'no', 'leisure': 'swimming_pool', 'sport': 'swimming', 'wheelchair': 'yes'}","(116.34401229999992, -8.576898500000038)",swimming,swimming_pool
69,1821556907,"{'name': 'Horse Riding Sudiksa Station', 'sport': 'equestrian', 'leisure': 'horse_riding'}","(115.13960169999993, -8.391169399999947)",equestrian,horse_riding
70,1821556916,"{'name': 'Horse Riding Sudiksa Station', 'sport': 'equestrian', 'leisure': 'horse_riding'}","(115.14020949999993, -8.391351099999948)",equestrian,horse_riding
71,1822453242,"{'sport': 'soccer', 'leisure': 'pitch'}","(116.32616919999941, -8.669619600000045)",soccer,pitch
72,1825082799,"{'name': 'Lapangan', 'sport': 'soccer', 'leisure': 'pitch'}","(116.06550910000001, -8.521088100000004)",soccer,pitch
73,1827468099,"{'name': 'Footsal Udayana Kr Baru', 'sport': 'soccer', 'leisure': 'sports_centre'}","(116.10430320000012, -8.569919900000022)",soccer,sports_centre
74,1833603527,"{'name': 'Gedung Badminton Geloramu', 'sport': 'tennis', 'leisure': 'stadium'}","(116.32580829999982, -8.660829700000034)",tennis,stadium
75,1836036818,"{'name': 'Pantai Sembukan', 'sport': 'swimming', 'covered': 'no', 'leisure': 'swimming_pool'}","(110.84177620000014, -8.203337200000036)",swimming,swimming_pool
76,1837443338,"{'name': 'Lapangan', 'sport': 'volleyball', 'leisure': 'stadium'}","(118.53864980000004, -8.475236400000004)",volleyball,stadium
77,1839294572,"{'name': 'GYM', 'sport': 'gymnastics', 'leisure': 'sports_centre'}","(106.8144914000002, -6.389001399999999)",gymnastics,sports_centre
78,1839496041,"{'name': 'Grand Futsal', 'sport': 'soccer', 'leisure': 'pitch'}","(118.76377050000063, -8.465492899999957)",soccer,pitch
79,1840886556,"{'name': 'Tampatan Perahu Nelayan', 'sport': 'canoe'}","(116.06331500000009, -8.519662099999993)",canoe,
80,1846437662,"{'name': 'Lapangan Batanghari', 'sport': 'basketball', 'leisure': 'pitch'}","(106.85028749999998, -6.38625259999999)",basketball,pitch
81,1846437664,"{'name': 'Lapangan Futsal Chicago', 'sport': 'soccer', 'leisure': 'pitch'}","(106.85313459999998, -6.38809079999999)",soccer,pitch
82,1846655991,"{'leisure': 'swimming_pool', 'sport': 'swimming', 'wheelchair': 'yes'}","(116.2323504, -8.571173100000006)",swimming,swimming_pool
83,1848296783,"{'leisure': 'swimming_pool', 'name': 'Taman Angsa', 'sport': 'swimming'}","(106.79157240000019, -6.772023600000003)",swimming,swimming_pool
84,1853999332,"{'name': 'Bukit Dago Swimming pool', 'sport': 'swimming', 'access': 'yes', 'covered': 'no', 'leisure': 'swimming_pool', 'operator': 'Bukit Dago', 'motor_vehicle': 'yes'}","(106.7053427000001, -6.364852300000078)",swimming,swimming_pool
85,1855360459,"{'name': 'Stadium Universitas Indonesia', 'sport': 'soccer', 'leisure': 'sports_centre'}","(106.82290850000005, -6.365351599999996)",soccer,sports_centre
86,1855366594,"{'name': 'Gymnasium UI', 'sport': 'basketball', 'leisure': 'sports_centre'}","(106.82175760000004, -6.366936499999995)",basketball,sports_centre
87,1865276660,"{'name': 'Lap. Basket', 'sport': 'basketball', 'leisure': 'pitch'}","(116.2322916999999, -8.800626499999975)",basketball,pitch
88,1877331408,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(116.08694819999955, -8.577398300000066)",swimming,swimming_pool
89,1889229417,"{'name': 'Snorkeling', 'sport': 'scuba_diving'}","(119.7539356000002, -8.504461999999997)",scuba_diving,
90,1912469563,"{'leisure': 'sports_centre', 'sport': 'climbing'}","(106.83380360000005, -6.221700899999988)",climbing,sports_centre
91,1919793304,"{'leisure': 'park', 'name': 'Taman Gua Monyet'}","(123.6148685999999, -10.15063580000001)",,park
92,1924560452,"{'name': 'Padang Golf El Tari', 'sport': 'golf', 'leisure': 'golf_course', 'operator': 'TNI AU El Tari'}","(123.66769319999982, -10.182764500000015)",golf,golf_course
93,1932394272,"{'leisure': 'pitch', 'sport': 'tennis'}","(112.17383749999996, -8.09703330000001)",tennis,pitch
94,1933301551,"{'leisure': 'sports_centre', 'name': 'PKOR Way Halim', 'sport': 'soccer'}","(105.27797799999964, -5.378575799999985)",soccer,sports_centre
95,1936242768,"{'leisure': 'pitch', 'sport': 'soccer'}","(118.54579630000006, -8.265685100000013)",soccer,pitch
96,1936252406,"{'name': 'Lapangan Bola', 'sport': 'soccer', 'leisure': 'pitch'}","(118.68893410000003, -8.374470300000013)",soccer,pitch
97,1944686372,"{'name': 'Stadion Krakatau Steel', 'sport': 'soccer', 'source': 'Survey', 'leisure': 'sports_centre', 'int_name': 'Krakatau Steel Stadium', 'addr:street': 'Jalan Kotasari No. 1'}","(106.0396301999999, -5.996095700000024)",soccer,sports_centre
98,1944689010,"{'name': 'Kolam Renang Krakatau Country Club', 'sport': 'swimming', 'access': 'yes', 'source': 'Survey', 'amenity': 'swimming_pool', 'covered': 'no', 'motor_vehicle': 'yes'}","(106.04334129999991, -6.000235700000023)",swimming,
99,1945559841,"{'name': 'Lap. Tenis Kantor Bupati', 'sport': 'tennis', 'leisure': 'pitch'}","(100.6240150999997, -0.4738127000000416)",tennis,pitch
100,1950148034,"{'name': 'Lapangan Tenis', 'sport': 'tennis', 'leisure': 'sports_centre'}","(107.90159089999999, -7.213651500000003)",tennis,sports_centre
101,1956969157,"{'leisure': 'park', 'name': 'Taman Balai Kota', 'wikidata': 'Q61441227'}","(107.6098203999999, -6.912134199999965)",,park
102,1957918316,"{'name': 'Tirtalega', 'sport': 'swimming', 'leisure': 'swimming_pool'}","(107.60566589999993, -6.9357627000000495)",swimming,swimming_pool
103,1960084319,"{'name': 'Tenis Lapang Komp.Dosen UNPAD', 'sport': 'tennis', 'leisure': 'pitch'}","(107.62106330000063, -6.8694039000000275)",tennis,pitch
104,1960136072,"{'sport': 'tennis', 'leisure': 'pitch'}","(107.61427280000062, -6.882067900000028)",tennis,pitch
105,1960302561,"{'name': ""Tennis Lap Sheraton Hotel's"", 'sport': 'tennis', 'leisure': 'pitch'}","(107.61964330000076, -6.8750975000000025)",tennis,pitch
106,1960420217,"{'name': 'Lap Basket Sabuga', 'sport': 'basketball', 'leisure': 'pitch'}","(107.60903260000005, -6.886180100000019)",basketball,pitch
107,1960420220,"{'name': 'Lap Basket Sabuga', 'sport': 'basketball', 'leisure': 'pitch'}","(107.60908040000005, -6.8861811000000195)",basketball,pitch
108,1960420224,"{'name': 'Lap Basket Sabuga', 'sport': 'basketball', 'leisure': 'pitch'}","(107.60904990000006, -6.8863040000000195)",basketball,pitch
109,1960420243,"{'name': 'Lap Basket Sabuga', 'sport': 'basketball', 'leisure': 'pitch'}","(107.60908530000006, -6.886304600000019)",basketball,pitch
110,1960420245,"{'name': 'Lap Tennis Sabuga', 'sport': 'tennis', 'leisure': 'pitch'}","(107.60905440000006, -6.88582550000002)",tennis,pitch
111,1960420246,"{'name': 'Lap Tennis Sabuga', 'sport': 'tennis', 'leisure': 'pitch'}","(107.60919130000006, -6.8858286000000195)",tennis,pitch
112,1960420248,"{'name': 'Lap Tennis Sabuga', 'sport': 'tennis', 'leisure': 'pitch'}","(107.60904550000006, -6.88666140000002)",tennis,pitch
113,1960420250,"{'name': 'Lap Tennis Sabuga', 'sport': 'tennis', 'leisure': 'pitch'}","(107.60910030000007, -6.88666260000002)",tennis,pitch
114,1966520513,"{'name': 'Giri Harja', 'sport': 'golf', 'leisure': 'pitch'}","(107.76568749999993, -6.91647819999998)",golf,pitch
115,1977693335,"{'name': 'Lapangan', 'sport': 'soccer', 'leisure': 'pitch'}","(119.50218449999961, -5.134024299999951)",soccer,pitch
116,1981188565,"{'name': 'Lapangan bola', 'sport': 'soccer', 'leisure': 'stadium'}","(118.61326159999962, -8.42816629999984)",soccer,stadium
117,1985584538,"{'name': 'Lapangan bola', 'sport': 'soccer', 'leisure': 'stadium'}","(118.65740170000048, -8.3161021)",soccer,stadium
118,1987936529,"{'name': 'Gor Qamarul Huda', 'sport': 'multi'}","(116.19794429999996, -8.623452799999985)",multi,
119,1987943601,"{'sport': 'soccer', 'leisure': 'sports_centre'}","(110.38099910000004, -7.799306499999993)",soccer,sports_centre
120,1990595123,"{'name': 'Lapangan', 'sport': 'soccer', 'leisure': 'sports_centre'}","(117.71942360000037, -8.180856999999929)",soccer,sports_centre
121,1990940584,"{'name': 'Water reservoir', 'sport': 'swimming', 'access': 'no', 'amenity': 'swimming_pool'}","(115.45362970000033, -8.372520799999993)",swimming,
122,1992134252,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Kolam Renang Kalinjuhang', 'sport': 'swimming'}","(101.45305250000014, 0.5256218000000044)",swimming,swimming_pool
123,1994908568,"{'name': 'JB Futsal', 'sport': 'soccer', 'leisure': 'sports_centre'}","(107.15017659999988, -6.2984178999999845)",soccer,sports_centre
124,1998367056,"{'name': 'Lap Tenis Lawewu', 'sport': 'tennis', 'leisure': 'sports_centre'}","(121.35687729999972, -2.5238291000000093)",tennis,sports_centre
125,1998368678,"{'name': 'Lap Sepakbola PERSESOS', 'sport': 'soccer', 'leisure': 'sports_centre'}","(121.35707579999972, -2.522990400000009)",soccer,sports_centre
126,1998372167,"{'name': 'Lap Volley', 'sport': 'volleyball', 'leisure': 'sports_centre'}","(121.36207809999974, -2.5258549000000032)",volleyball,sports_centre
127,1998620761,"{'name': 'D Gym', 'sport': 'table_tennis', 'leisure': 'sports_centre'}","(121.3408251999997, -2.5164465999999344)",table_tennis,sports_centre
128,1998621225,"{'name': 'Lap Tennis Pontada', 'sport': 'tennis', 'leisure': 'sports_centre'}","(121.3412529999997, -2.5159318999999343)",tennis,sports_centre
129,1998625406,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Pantai Ide', 'sport': 'swimming'}","(121.3423889999997, -2.515176499999935)",swimming,swimming_pool
130,1998632771,"{'name': 'Lapangan Tima', 'sport': 'soccer', 'leisure': 'sports_centre'}","(121.34576849999969, -2.5168565999999357)",soccer,sports_centre
131,1998644722,"{'name': 'Lapangan YPS', 'sport': 'soccer', 'leisure': 'sports_centre'}","(121.34130799999973, -2.5154872999999336)",soccer,sports_centre
132,1998651650,"{'leisure': 'swimming_pool', 'name': 'Yacht Club', 'sport': 'swimming'}","(121.34002589999973, -2.510709499999933)",swimming,swimming_pool
133,1998652804,"{'name': 'Lapangan Basket Salonsa', 'sport': 'basketball', 'leisure': 'sports_centre'}","(121.33706339999974, -2.5098412999999327)",basketball,sports_centre
134,1998667382,"{'leisure': 'swimming_pool', 'name': 'Pantai C', 'sport': 'swimming'}","(121.33518579999973, -2.5075901999999326)",swimming,swimming_pool
135,1998671371,"{'name': 'Lapangan Tenis Salonsa', 'sport': 'tennis', 'leisure': 'sports_centre'}","(121.33036199999972, -2.506277399999932)",tennis,sports_centre
136,1998671532,"{'leisure': 'swimming_pool', 'name': 'Pantai Kupu Kupu', 'sport': 'swimming'}","(121.32988309999972, -2.505095399999932)",swimming,swimming_pool
137,1998735239,"{'name': 'Lapangan Benteng', 'sport': 'soccer', 'leisure': 'sports_centre'}","(121.35307879999971, -2.5209429999999298)",soccer,sports_centre
138,1999517673,"{'name': 'GOR Cicurug', 'sport': 'multi'}","(106.78013560000001, -6.800158599999982)",multi,
139,2002257493,"{'name': 'UT Tennis Field', 'sport': 'tennis', 'leisure': 'sports_centre', 'building': 'yes', 'addr:street': 'Jalan Cabe Raya', 'addr:postcode': '15418', 'addr:housename': 'Lapangan Tenis UT'}","(106.75923250000025, -6.340723999999953)",tennis,sports_centre
140,2002257554,"{'name': 'Lapangan Basket UT', 'sport': 'basketball', 'leisure': 'sports_centre'}","(106.75948430000025, -6.340771999999952)",basketball,sports_centre
141,2006275807,"{'name': 'Satria Indoor Badminton Arena', 'sport': 'tennis', 'leisure': 'sports_centre', 'addr:street': 'Jalan Profesor Doktor Soeharso', 'designation': 'Sasana Krida Raga'}","(109.25010439999991, -7.414222899999975)",tennis,sports_centre
142,2006277678,"{'name': 'Satria Tennis Courts', 'sport': 'tennis', 'leisure': 'sports_centre', 'addr:street': 'Jalan Profesor Doktor Soeharso', 'designation': 'Lapangan Tenis GOR Satria'}","(109.25046409999992, -7.413047299999974)",tennis,sports_centre
143,2006290498,"{'name': 'Satria Futsal and Basketball Arena', 'sport': 'basketball', 'leisure': 'sports_centre', 'addr:street': 'Jalan Profesor Doktor Soeharso', 'designation': 'Arena Futsal dan Bola Basket GOR Satria'}","(109.24948769999988, -7.416244599999974)",basketball,sports_centre
144,2007444544,"{'name': 'Silat Bogor', 'sport': 'silat', 'leisure': 'sports_centre'}","(106.80519839999987, -6.609761399999977)",silat,sports_centre
145,2007655618,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Griya Alvita Pool', 'sport': 'swimming'}","(110.3367823999997, -7.8015333999999745)",swimming,swimming_pool
146,2012203032,"{'sport': 'swimming', 'amenity': 'swimming_pool'}","(98.8265441999998, 1.6910792000000001)",swimming,
147,2018015482,"{'name': 'Permata Hijau Indoor Soccer and Tennis Arena', 'sport': 'soccer', 'source': 'wikimapia.org', 'leisure': 'sports_centre', 'designation': 'Arena Indoor Futsal dan Tenis Permata Hijau'}","(109.23991460000012, -7.414333999999997)",soccer,sports_centre
148,2024235626,"{'leisure': 'pitch', 'sport': 'soccer'}","(118.42870700000016, -8.723133199999978)",soccer,pitch
149,2024878839,"{'leisure': 'sports_centre', 'name': 'Gelanggang Remaja', 'sport': 'basketball'}","(101.45298249999995, 0.47500599999999377)",basketball,sports_centre
150,2024878842,"{'leisure': 'stadium', 'lit': 'yes', 'name': 'Hall A Rumbai', 'name_1': 'Hall A Bola Basket', 'sport': 'basketball'}","(101.43221059999995, 0.5709415999999938)",basketball,stadium
151,2024878843,"{'leisure': 'stadium', 'name': 'Hall Senam Rumbai', 'sport': 'gymnastics'}","(101.43339349999995, 0.5709205999999938)",gymnastics,stadium
152,2024878845,"{'leisure': 'stadium', 'name': 'Stadion Atletik Rumbai', 'sport': 'athletics'}","(101.43383919999995, 0.5724179999999938)",athletics,stadium
153,2024878846,"{'leisure': 'stadium', 'name': 'Stadion Renang', 'sport': 'swimming'}","(101.43227509999996, 0.5740420999999938)",swimming,stadium
154,2025175529,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(107.6244719000001, -6.943866500000004)",swimming,swimming_pool
155,2047454379,"{'name': 'Lap. Sepak Bola SMA YPS', 'sport': 'soccer', 'leisure': 'sports_centre'}","(121.34104640000014, -2.514847)",soccer,sports_centre
156,2047465506,"{'name': 'Lap Sepakbola Oldcamp', 'sport': 'soccer', 'leisure': 'sports_centre'}","(121.36509240000022, -2.525412700000003)",soccer,sports_centre
157,2050911832,"{'leisure': 'swimming_pool', 'sport': 'swimming'}","(110.3832504, -7.267304499999998)",swimming,swimming_pool
158,2073124099,"{'leisure': 'swimming_pool', 'name': 'Fatmaba', 'sport': 'swimming'}","(109.07840239999982, -7.3991086)",swimming,swimming_pool
159,2079363659,"{'name': 'Taman Among Putra', 'leisure': 'park'}","(106.89498990000011, -6.29933430000001)",,park
160,2079363660,"{'name': 'Taman Apotik Hidup', 'leisure': 'park'}","(106.89714410000012, -6.29943700000001)",,park
161,2079363661,"{'name': 'Taman Bekisar', 'leisure': 'park'}","(106.90142750000012, -6.2993713000000096)",,park
162,2079363662,"{'name': 'Taman Burung', 'leisure': 'park'}","(106.90297960000012, -6.300069600000009)",,park
163,2079363665,"{'name': 'Taman Kaktus', 'leisure': 'park'}","(106.89650730000012, -6.2993548000000095)",,park
164,2079363666,"{'name': 'Taman Melati', 'leisure': 'park'}","(106.89910390000013, -6.299383600000009)",,park
165,2094875250,"{'leisure': 'swimming_pool', 'name': 'Raft', 'sport': 'swimming'}","(121.3326083, -2.5065908999999724)",swimming,swimming_pool
166,2097590400,"{'covered': 'no', 'leisure': 'swimming_pool', 'name': 'Kayaking, Wind Surfing, Boating', 'sport': 'swimming'}","(121.33960560000007, -2.510443399999957)",swimming,swimming_pool
