,id,tags,lonlat,amenity_name,office_type
0,901164841,"{'garmin_type': '0x2c05', 'name': 'Sekolah Indo Global', 'office': 'educational_institution', 'source': 'Batam Mapping Project'}","(104.0505541, 1.1226168999999966)",,educational_institution
1,1883503093,"{'name': 'Rektorat Udinus', 'office': 'educational_institution'}","(110.40935239999993, -6.982834999999996)",,educational_institution
2,1942370474,"{'name': 'KPN Language School', 'office': 'educational_institution', 'alt_name': 'Kursus Pembina Nusantara', 'addr:street': 'Jl. Hasanuddin', 'addr:postcode': '28141', 'addr:housenumber': '62'}","(101.45198269999989, 0.532938000000005)",,educational_institution
3,2359619141,"{'name': 'PGRI Bayongbong', 'office': 'educational_institution'}","(107.82035400000011, -7.269987000000014)",,educational_institution
4,2634721316,{'office': 'educational_institution'},"(110.37290940000027, -7.927551199999995)",,educational_institution
5,2727455237,"{'name': 'PT. Mitra Mandiriusaha (Mitra Plus Counsultan)', 'office': 'educational_institution'}","(98.69571260000008, 3.5370878999999946)",,educational_institution
6,3101692301,"{'name': 'LP3I', 'office': 'educational_institution', 'building': 'yes'}","(101.45734589999994, 0.4930793000000009)",,educational_institution
7,3139494669,"{'ele': '3', 'name': 'Universitas Nusantara PGRI Kediri', 'office': 'educational_institution', 'addr:street': 'Jl. KH Ahmad Dahlan'}","(112.00292470000022, -7.8000547999999785)",,educational_institution
8,3213649584,"{'addr:city': 'Bengkalis', 'addr:postcode': '28752', 'addr:street': 'Jl. Ahmad Yani', 'name': 'YPPI', 'office': 'educational_institution'}","(102.11337260000002, 1.4742778999999961)",,educational_institution
9,3229602514,"{'name': 'Eduprana', 'office': 'educational_institution', 'addr:city': 'Palangkaraya', 'addr:street': 'Jalan D.I. Panjaitan No.1', 'addr:postcode': '73112', 'addr:housenumber': 'Gedung Batang Garing lantai 2'}","(113.91772799999998, -2.2072256000000072)",,educational_institution
10,3235822772,"{'name': 'Akbid Internasional', 'office': 'educational_institution', 'addr:city': 'pekanbaru', 'addr:street': 'Jalan Jenderal Sudirman', 'addr:postcode': '28128', 'addr:housenumber': '630'}","(101.45309869999997, 0.4999170999999995)",,educational_institution
11,3235933546,"{'name': 'Bimbel excellent Pekanbaru', 'office': 'educational_institution', 'source': 'Koran Riau', 'addr:city': 'PEKANBARU', 'addr:street': 'Jl. KHRudin Nasution', 'addr:postcode': '28284', 'addr:housename': 'Bimbel excellent Pekanbaru', 'addr:housenumber': 'No 52'}","(101.45452039999998, 0.46683809999999887)",,educational_institution
12,3235956942,"{'name': 'AMIK MAHAPUTRA', 'office': 'educational_institution', 'addr:city': 'Pekanbaru'}","(101.44655159999998, 0.5323754999999996)",,educational_institution
13,3561078497,"{'name': 'BRITON', 'office': 'educational_institution'}","(119.4376255000002, -5.153491799999995)",,educational_institution
14,3561435296,"{'name': 'TK SIPTA MURNI', 'office': 'educational_institution'}","(119.45132620000015, -5.1695434)",,educational_institution
15,3563676260,"{'name': 'PKMB SALSABILAH', 'office': 'educational_institution'}","(119.44477320000031, -5.172981499999991)",,educational_institution
16,3587339011,"{'name': 'PHINISI MENGEMUDI', 'office': 'educational_institution'}","(119.45258359999997, -5.172242499999977)",,educational_institution
17,3727132572,"{'name': 'Geografi FMIPA UNM', 'office': 'educational_institution', 'addr:city': 'Makassar', 'addr:street': 'Jalan Malengkeri', 'addr:postcode': '90224'}","(119.42885409999951, -5.18609279999996)",,educational_institution
18,3762120294,"{'name': 'SDN 3 Ciporang', 'office': 'educational_institution', 'opening_hours': '07:00-15:00'}","(108.50544480000015, -6.9679493)",,educational_institution
19,3801705132,"{'name': 'Pelatihan Menjahit Yayasan Ponda', 'office': 'educational_institution'}","(106.96375530000036, -6.09447259999994)",,educational_institution
20,3801705135,"{'name': 'Rumah Belajar Scott Thompson', 'office': 'educational_institution'}","(106.96390060000036, -6.09442849999994)",,educational_institution
21,3878633863,"{'name': 'PGRI/UPTD,GOR Kec. Tegalwaru', 'office': 'educational_institution', 'addr:city': 'Karawang'}","(107.22699309999983, -6.512140200000003)",,educational_institution
22,3889891542,"{'name': 'Lembaga Bimbingan Belajar Primagama', 'office': 'educational_institution', 'addr:city': 'Yogyakarta', 'addr:street': 'Jalan Kusumanegara'}","(110.38821250000028, -7.802105500000011)",,educational_institution
23,3923583604,"{'name': 'SDIT Al Ummah', 'office': 'educational_institution'}","(112.22384260000008, -7.547903800000004)",,educational_institution
24,4115777887,"{'addr:city': 'Yogyakarta', 'addr:housenumber': '3', 'addr:street': 'Jalan Sagan Selatan', 'name': 'Institut Français Indonesia - Lembaga Indonesia Perancis (IFI-LIP)', 'office': 'educational_institution', 'website': 'http://www.ifi-id.com/fr/yogyakarta'}","(110.37752260000053, -7.780937000000015)",,educational_institution
25,4146175628,"{'addr:city': 'Tuban', 'addr:housenumber': '2', 'addr:postcode': '62318', 'addr:street': 'Jalan WR Supratman', 'name': 'SMA Negeri 1 Tuban', 'office': 'educational_institution'}","(112.06885940000016, -6.901346299999959)",,educational_institution
26,4146201696,"{'name': 'PPPPTK Seni dan Budaya', 'office': 'educational_institution'}","(110.4271504, -7.700724)",,educational_institution
27,4150749709,"{'name': 'Perbanas Institute', 'office': 'educational_institution', 'addr:city': 'South Jakarta', 'addr:street': 'Jl. Perbanas', 'addr:postcode': '12940', 'addr:housenumber': 'Rt 04/04'}","(106.82843790000008, -6.217314900000009)",,educational_institution
28,4178003189,"{'name': 'LPBB LIA', 'office': 'educational_institution', 'addr:street': 'Jalan Ahmad Yani', 'addr:housenumber': '149'}","(101.44226310000045, 0.5229640000000231)",,educational_institution
29,4179944659,"{'name': 'Siki Bali', 'phone': '+62 361 226314', 'office': 'educational_institution', 'website': 'siki-bali.com', 'addr:city': 'Dangin Puri Klod, Denpasar, Bali', 'addr:street': 'Jl. Jaya Giri', 'addr:postcode': '80234'}","(115.22739990000015, -8.663538500000012)",,educational_institution
30,4191000113,"{'name': 'Kumon Ngagel', 'office': 'educational_institution', 'addr:city': 'Baratajaya, Gubeng, Kota SBY, Jawa Timur, Indonesia', 'addr:street': 'Jl. Ngagel Tama', 'addr:postcode': '60284', 'addr:housenumber': '81'}","(112.7574233000001, -7.293207200000015)",,educational_institution
31,4191135689,"{'name': 'Lembaga Pendidikan Ar Rayyan', 'office': 'educational_institution', 'addr:city': 'Ujung, Semampir, Kota Surabaya, Jawa Timur', 'addr:street': 'Jalan Benteng', 'addr:postcode': '60155', 'addr:housenumber': '20'}","(112.73917260000002, -7.2242511999999985)",,educational_institution
32,4191249893,"{'name': 'Chinalink Institute', 'office': 'educational_institution', 'addr:city': 'Ketabang, Genteng Surabaya', 'addr:street': 'Jl. Kusuma Bangsa', 'addr:postcode': '60272', 'addr:housenumber': 'No.74 A'}","(112.75078450000011, -7.25681600000003)",,educational_institution
33,4192747938,"{'name': 'SSC Kacapiring', 'office': 'educational_institution', 'addr:city': 'Ketabang, Genteng, Surabaya', 'addr:street': 'Jalan Kaca Piring', 'addr:postcode': '60272', 'addr:housenumber': 'No 4-8'}","(112.75054520000046, -7.259864600000002)",,educational_institution
34,4192749786,"{'name': 'SSC Pandan', 'office': 'educational_institution', 'addr:city': 'Ketabang, Genteng, Surabaya', 'addr:street': 'Jalan Pandan', 'addr:postcode': '60272'}","(112.75042700000046, -7.258777700000001)",,educational_institution
35,4192837445,"{'name': 'Double Eight (88) English', 'office': 'educational_institution', 'addr:city': 'Gubeng, Surabaya', 'addr:street': 'Jl. Raya Gubeng', 'addr:postcode': '60281', 'addr:housenumber': 'No. 19-21'}","(112.74965040000048, -7.270926700000015)",,educational_institution
36,4192957514,"{'name': 'EF English First - Surabaya Jemursari', 'office': 'educational_institution', 'addr:city': 'Jemur Wonosari, Surabaya', 'addr:street': 'Jl. Raya Jemur Sari', 'addr:postcode': '60237', 'addr:housenumber': 'No.76'}","(112.74270670000041, -7.323507400000016)",,educational_institution
37,4192963935,"{'name': 'EF Villa Bukit Mas', 'office': 'educational_institution', 'addr:city': 'Dukuh Pakis, Surabaya', 'addr:street': 'Jl. Abdul Wahab Siamin', 'addr:postcode': '60225', 'addr:housenumber': 'No. 22'}","(112.7072875000004, -7.297514500000016)",,educational_institution
38,4193018156,"{'name': 'Embassy English Centre', 'office': 'educational_institution', 'addr:city': 'Embong Kaliasin, Genteng, Surabaya, Surabaya, East Java', 'addr:street': 'Jalan Pemuda 33-37', 'addr:postcode': '60271', 'addr:housenumber': 'Ruko Shop House Blok C no 12-12A'}","(112.74947720000046, -7.263841000000016)",,educational_institution
39,4193093581,"{'name': 'PROSUS INTEN', 'office': 'educational_institution', 'addr:city': 'Ketabang, Kota SBY, Jawa Timur, Indonesia', 'addr:street': 'Jl. Ambengan', 'addr:postcode': '60272', 'addr:housenumber': '31 - 33'}","(112.74783670000045, -7.255791400000015)",,educational_institution
40,4210681698,"{'name': 'Mts Al-Muttaqin', 'office': 'educational_institution'}","(101.36945789999996, 0.4634258999999887)",,educational_institution
41,4242303603,"{'name': 'Pertamina Maritime Training Centre', 'office': 'educational_institution', 'addr:city': 'East Jakarta', 'addr:street': 'Jalan Pemuda, Rawamangun,', 'addr:postcode': '13220', 'addr:housenumber': '44'}","(106.89884950000027, -6.193363599999991)",,educational_institution
42,4242325928,"{'addr:city': 'Cikini, Menteng, Central Jakarta', 'addr:postcode': '10330', 'addr:street': 'Jalan RP Suroso No.6', 'name': 'Euro Management Indonesia', 'office': 'educational_institution'}","(106.83604910000025, -6.18831929999999)",,educational_institution
43,4242708174,"{'addr:city': 'Depok', 'addr:postcode': '16425', 'addr:street': 'Jl. Prof. Dr. G.A Siwabessy', 'name': 'Politeknik Negeri Jakarta', 'office': 'educational_institution'}","(106.82446140000003, -6.369862200000042)",,educational_institution
44,4243791464,"{'name': 'Kementerian Kesehatan Poltekkes Kemenkes Jakarta III', 'office': 'educational_institution', 'addr:city': 'Bekasi', 'addr:street': 'Jl. Arteri Jorr Jatiwarna, Jatiwarna, Pondokmelati', 'addr:postcode': '17415'}","(106.92648759999982, -6.30955750000003)",,educational_institution
45,4243980097,"{'name': 'Pusdik Lantas Polri', 'office': 'educational_institution', 'addr:city': 'South Tangerang', 'addr:street': 'Jl. Bhayangkara, Paku Jaya, Serpong Utara', 'addr:postcode': '15324', 'addr:housenumber': '1'}","(106.66662329999959, -6.23958259999998)",,educational_institution
46,4305760579,"{'name': ""Rumah Tahfizh Darul Qur'an ISTIQOMAH"", 'office': 'educational_institution'}","(114.77496959999934, -3.8009149999999585)",,educational_institution
47,4329531487,"{'name': 'Bandung Education Center', 'office': 'educational_institution', 'addr:city': 'Bandung', 'addr:street': 'Jl. Pahlawan , Neglasari, Cibeunying Kaler', 'addr:housenumber': '78'}","(107.635371, -6.893716999999999)",,educational_institution
48,4590296617,"{'name': 'sd Muhammadiyah', 'office': 'educational_institution'}","(110.40554059999967, -7.761606499999989)",,educational_institution
49,4658296430,"{'name': 'MI Kragan', 'level': '0', 'office': 'educational_institution', 'building': 'yes', 'wheelchair': 'designated', 'addr:street': 'Ambrali', 'opening_hours': '08:30-12:30'}","(112.74497689999964, -7.409887300000011)",,educational_institution
50,4662932124,"{'name': 'SMAN Ngrambe', 'level': '0', 'office': 'educational_institution', 'opening_hours': '7:00 - 14:00'}","(111.21540880000026, -7.46206829999999)",,educational_institution
51,4774291317,"{'access:roof': 'no', 'addr:full': 'Noemeto', 'building': 'office', 'building:levels': '1', 'building:roof': 'tin', 'building:structure': 'unreinforced_masonry', 'building:walls': 'wood', 'capacity': '1', 'name': 'Saung Poktan Bersaudara', 'office': 'educational_institution'}","(124.28441049999996, -9.869232099999993)",,educational_institution
52,4802200449,"{'addr:city': 'Lumajang', 'addr:street': 'Jalan Bengawan Solo', 'name': 'SMP Al Ikhlas', 'office': 'educational_institution'}","(113.23321659999982, -8.137422700000009)",,educational_institution
53,4969464680,"{'name': 'Sekolah Perikanan', 'office': 'educational_institution'}","(106.78623019999998, -6.613960500000002)",,educational_institution
54,5102382625,"{'name': 'SMP', 'office': 'educational_institution'}","(110.95073720000003, -7.602319399999997)",,educational_institution
55,5108675623,"{'name': 'Madrasah Ibtidaiyah Muhammadiyah Pegandekan', 'office': 'educational_institution'}","(109.37057299999988, -7.462810599999971)",,educational_institution
56,5111941392,"{'name': 'Kantor UPTD Pendidikan Cikajang', 'office': 'educational_institution'}","(107.80730560000111, -7.356238800000007)",,educational_institution
57,5309593815,"{'name': ""Pingu's English Pekanbaru"", 'office': 'educational_institution'}","(101.44082409999996, 0.4809880000000063)",,educational_institution
58,5329076686,"{'addr:street': 'Jalan Kinibalu', 'name': 'Primagama Kinibalu', 'office': 'educational_institution'}","(114.58426319999982, -3.3174985000000055)",,educational_institution
59,5332973065,"{'addr:street': 'Jalan Mulawarman', 'name': 'Ganesha Operation Mulawarman', 'office': 'educational_institution'}","(114.58393230000006, -3.3172085999999714)",,educational_institution
60,5352123819,"{'addr:city': 'Bogor', 'addr:street': 'Jl. Melati Raya', 'name': 'Pondok Pesantren Tahfidz Tanbihul Ghofilin', 'office': 'educational_institution'}","(106.80342490000034, -6.499770800000009)",,educational_institution
61,5458064596,"{'addr:city': 'Amuntai', 'addr:housenumber': 'No. 8', 'addr:postcode': '71418', 'addr:street': 'Jl. Negara Dipa', 'email': 'smpn2amuntai@gmail.com', 'name': 'SMP Negeri 2 Amuntai', 'office': 'educational_institution', 'opening_hours': 'Mo-Su 09:00-14:30', 'website': 'smpn2amuntai.blogspot.com'}","(115.24462440000008, -2.4160110000000072)",,educational_institution
62,5595543721,"{'name': 'STIMIKOM', 'office': 'educational_institution'}","(119.38935850000024, -9.62476770000004)",,educational_institution
63,5611380475,"{'addr:city': 'Makassar', 'addr:postcode': '90224', 'addr:street': 'Jalan Malengkeri', 'name': 'Sains Square', 'office': 'educational_institution'}","(119.42930730000023, -5.186049100000017)",,educational_institution
64,5652883446,"{'addr:city': 'Yogyakarta', 'addr:housenumber': '33C', 'addr:street': 'Jalan HOS Cokroaminoto', 'name': 'Lembaga Bimbingan Belajar Primagama', 'office': 'educational_institution'}","(110.35213059999994, -7.798538300000004)",,educational_institution
65,5808216291,"{'addr:city': 'Salatiga', 'addr:housenumber': '77A', 'addr:postcode': '50711', 'addr:street': 'Jalan Diponegoro', 'name': 'Ganesha Operation', 'office': 'educational_institution'}","(110.49657339999979, -7.318614699999967)",,educational_institution
66,5884077577,"{'name': 'SDN 001 Punan Mahkam', 'office': 'educational_institution'}","(116.69923759999999, 2.1991841999999866)",,educational_institution
67,5884094107,"{'name': 'PAUD Punan Mahkam', 'office': 'educational_institution'}","(116.69887530000003, 2.200170099999985)",,educational_institution
68,5884178102,"{'name': 'SD Lama', 'office': 'educational_institution'}","(116.69952729999999, 2.2001815999999854)",,educational_institution
69,5892179375,"{'name': 'SDN 005 Gunung Tabur, Merancang Ilir', 'office': 'educational_institution'}","(117.67958080000024, 2.20143290000002)",,educational_institution
70,5897591837,"{'name': 'Kumon', 'office': 'educational_institution'}","(112.76588200000012, -7.278785699999995)",,educational_institution
71,5897591840,"{'name': 'Rhapsody Music School', 'office': 'educational_institution'}","(112.76593030000012, -7.278445199999994)",,educational_institution
72,5897591867,"{'name': 'Xinrong Chinese Language Center', 'office': 'educational_institution'}","(112.76460260000012, -7.280105399999994)",,educational_institution
73,5939145859,"{'name': 'tk bunda kreatif', 'office': 'educational_institution'}","(101.47744599999993, 1.6661249999999974)",,educational_institution
74,5939147690,"{'name': 'kantin sekolah', 'office': 'educational_institution'}","(101.4768980999999, 1.6663005999999951)",,educational_institution
75,5939147691,"{'name': 'kantor', 'office': 'educational_institution'}","(101.4768216999999, 1.6663522999999951)",,educational_institution
76,5939147692,"{'name': 'ruangan kelas', 'office': 'educational_institution'}","(101.47670839999991, 1.666456099999995)",,educational_institution
77,5939147715,"{'name': 'ruangan kelas', 'office': 'educational_institution'}","(101.4771374999999, 1.6663850999999954)",,educational_institution
78,6114325393,"{'addr:city': 'Kediri', 'addr:housenumber': '6', 'addr:street': 'Jalan Trust Puring', 'name': 'TRUST English School', 'office': 'educational_institution', 'opening_hours': 'Mo-Sa 08:00-16:00'}","(112.19400539999995, -7.758724999999989)",,educational_institution
79,6129947133,"{'name': 'Renata BIMBEL', 'office': 'educational_institution'}","(110.82729940000007, -7.563057399999998)",,educational_institution
80,6165335823,"{'addr:city': 'Banyubiru', 'addr:street': 'Tegalwuni', 'name': 'SMP PGRI Banyubiiru', 'office': 'educational_institution'}","(110.40872250000002, -7.290725299999998)",,educational_institution
81,6212280879,"{'name': 'SDN Sepakung III', 'office': 'educational_institution'}","(110.40788299999964, -7.339375199999976)",,educational_institution
82,6274564446,"{'addr:city': 'DKI Jakarta', 'addr:housenumber': '117', 'addr:postcode': '10310', 'addr:street': 'Jalan HOS Cokroaminoto', 'name': 'Istituto Italiano di Cultura', 'office': 'educational_institution'}","(106.82830649999977, -6.2020775999999955)",,educational_institution
83,6281177486,"{'name:en': 'Intensive English Course', 'office': 'educational_institution', 'phone': '+62217507330'}","(106.79504459999998, -6.290560899999997)",,educational_institution
84,6285125886,"{'name:en': 'Kumon', 'office': 'educational_institution', 'phone': '+62216626951'}","(106.78917330000012, -6.121891100000022)",,educational_institution
85,6327275235,"{'name': 'Crog Robotics', 'office': 'educational_institution', 'website': 'croginternational.com'}","(110.36413540000028, -7.7781725999999765)",,educational_institution
86,6328537641,"{'name': 'SDIT Aliya', 'office': 'educational_institution'}","(106.75040519999948, -6.571074599999997)",,educational_institution
87,6332415161,"{'addr:city': 'Simpang Selayang', 'addr:housenumber': '96', 'addr:postcode': '20135', 'addr:street': 'Jalan Bunga Raya', 'name': 'Lembaga Penjamin Mutu Pendidikan Kampus 2', 'name:en': 'Institute for Education Quality Assurance', 'office': 'educational_institution'}","(98.61294439999993, 3.5549914999999945)",,educational_institution
88,6694956521,"{'name': 'Ganesha Operation', 'office': 'educational_institution'}","(114.58976439999985, -3.3152829000000072)",,educational_institution
89,6723413598,"{'name': 'Great English Course (GEC)', 'office': 'educational_institution'}","(96.83309259999999, 3.742316000000022)",,educational_institution
90,6723472322,"{'addr:city': 'Dames Damai', 'addr:housenumber': 'Buniara', 'addr:postcode': '83659', 'addr:street': 'Jalan Pendidikan', 'name': 'SDN Dames Damai', 'office': 'educational_institution'}","(116.54019359999988, -8.631443199999985)",,educational_institution
91,6723484892,"{'addr:city': 'Dames Damai', 'addr:housenumber': 'Dames', 'addr:postcode': '83659', 'addr:street': 'Jalan Pendidikan', 'name': 'Yayasan Daruttholibin NW Dames', 'office': 'educational_institution'}","(116.54329309999987, -8.633414099999992)",,educational_institution
92,6723512908,"{'name': 'PAUD Tunggal Ate', 'office': 'educational_institution'}","(116.54959020000015, -8.632872899999999)",,educational_institution
93,6728761833,"{'name': 'inten', 'office': 'educational_institution'}","(106.63143460000002, -6.175326)",,educational_institution
94,6728761834,"{'name': 'GANESHA OPERATION DAAN MOGOT', 'office': 'educational_institution'}","(106.63060390000003, -6.1733073)",,educational_institution
95,6728777003,"{'name': 'GANESHA OPERATION DAAN MOGOT', 'office': 'educational_institution'}","(106.63057230000008, -6.173309200000022)",,educational_institution
