,id,tags,lonlat,amenity_name,emergency
2098,6593020151,"{'emergency': 'fire_hydrant', 'fire_hydrant:count': '2', 'fire_hydrant:type': 'wall'}","(107.60421220000006, -6.904939399999976)",,fire_hydrant
2099,6593020156,"{'emergency': 'fire_hydrant', 'fire_hydrant:count': '1', 'fire_hydrant:type': 'pillar'}","(107.60422840000007, -6.904939099999977)",,fire_hydrant
2100,6594191286,"{'amenity': 'police', 'name:en': 'Dont come to this police station. They wont help you'}","(116.32164689999932, -8.895385999999995)",police,
2101,6612716101,"{'emergency': 'fire_hydrant', 'water_source': 'main'}","(114.60549220000007, -3.3258704000000288)",,fire_hydrant
2102,6648873110,"{'addr:city': 'Karang Tengah', 'addr:postcode': '15158', 'addr:street': 'Jl. Metro Permata 1', 'amenity': 'police', 'name': 'Polsubsektor Metro Permata'}","(106.7142853, -6.204104600000008)",police,
2103,6661528836,"{'amenity': 'hospital', 'description': 'Poskesdes Desa Limbang Mulia', 'emergency': 'yes', 'healthcare': 'hospital', 'name': 'POSKESDES'}","(104.53921299999992, -2.8032779000000194)",hospital,yes
2104,6679606475,"{'addr:street': 'Jl. Harapan Indah Boulevard', 'amenity': 'police', 'name': 'Polsek Medan Satria', 'opening_hours': '24/7', 'phone': '+622188974455'}","(106.97395530000021, -6.181190299999998)",police,
2105,6680062672,"{'addr:city': 'Tangerang', 'addr:postcode': '15720', 'amenity': 'police', 'name': 'Polres Kabupaten Tangerang'}","(106.4825494999999, -6.271961899999998)",police,
2106,6689933885,"{'amenity': 'police', 'source': 'survey'}","(140.51365280000016, -2.5689238000000074)",police,
2107,6699676817,"{'addr:city': 'Tangerang', 'amenity': 'police', 'name': 'Polsek Cisoka'}","(106.42311989999992, -6.262817099999985)",police,
2108,6700050234,"{'emergency': 'fire_hydrant', 'water_source': 'main'}","(114.5752237, -3.3223564999999926)",,fire_hydrant
2109,6707447279,"{'addr:city': 'Tangerang', 'addr:postcode': '15720', 'amenity': 'police', 'name': 'Polres Tangerang'}","(106.48354959999939, -6.2759455999999885)",police,
2110,6707482335,"{'addr:city': 'Tangerang', 'addr:postcode': '15720', 'amenity': 'police', 'name': 'SKCK Polsek Tigaraksa'}","(106.46732899999934, -6.263226599999985)",police,
2111,6711711104,"{'amenity': 'police', 'name': 'Polsek Cicendo'}","(107.59733409999946, -6.906855600000044)",police,
2112,6723944986,"{'addr:street': 'Jalan Tegar Beriman', 'amenity': 'fire_station', 'name:en': 'DINAS PEMADAM KEBAKARAN KABUPATEN BOGOR', 'opening_hours': '24/7'}","(106.83685369999971, -6.485374899999992)",fire_station,
2113,6735421985,"{'amenity': 'police', 'name:en': 'Police Resort'}","(97.8111132, 3.4884273999999853)",police,
2114,6738578210,"{'amenity': 'police', 'name': 'Polsek Penengahan'}","(105.68536669999979, -5.749292799999993)",police,
2115,6741919530,{'amenity': 'fire_station'},"(114.57640979999996, -3.316836500000001)",fire_station,
2116,6749126146,"{'amenity': 'police', 'name': 'Polres Lubuklinggau', 'operator': 'Indonesian Police'}","(102.86554259999988, -3.2965984999999867)",police,
2117,6749469572,"{'amenity': 'police', 'name': 'Kantor Satuan Polisi Laut'}","(96.81235490000012, 3.7194834999999915)",police,
2118,6749469578,"{'amenity': 'police', 'name': 'PolisI Sektor Kecamatan Susoh'}","(96.80862400000012, 3.7288621999999916)",police,
2119,6749469579,"{'amenity': 'police', 'name': 'Kantor Samsat Aceh Barat Daya'}","(96.80769320000012, 3.7296597999999914)",police,
2120,6749478086,"{'emergency': 'ambulance_station', 'name': 'Kantor Palang Merah Indonesia (PMI)'}","(96.80050510000012, 3.743621099999991)",,ambulance_station
2121,6754414236,"{'amenity': 'police', 'name': 'Polisi Sektor Kecamatan Blangpidie'}","(96.8359349000005, 3.7410289000000083)",police,
2122,6761427085,{'amenity': 'police'},"(127.3798973000001, 0.7875535999999972)",police,
2123,6763894472,"{'addr:city': 'Pamekasan', 'addr:postcode': '69362', 'addr:street': 'Jl Raya Pasar Palengaan', 'amenity': 'police', 'name': 'Kantor Polisi Sektor Palengaan', 'opening_hours': '24/7'}","(113.43374129999968, -7.063309700000009)",police,
2124,6764270870,"{'amenity': 'police', 'name': 'Polsek Kertak Hanyar'}","(114.63002490000011, -3.3549485999999997)",police,
2125,6765428690,"{'addr:city': 'Pamekasan', 'addr:street': 'Jalan Stadion', 'amenity': 'police', 'name': 'Kantor Polisi Resort Pamekasan', 'opening_hours': '24/7'}","(113.48753949999951, -7.157222600000021)",police,
2126,6765777440,"{'addr:city': 'Sumenep', 'addr:street': 'Jl Raya Ganding', 'amenity': 'police', 'name': 'Kantor Polisi Ganding'}","(113.69020139999978, -7.04113039999999)",police,
2127,6791736987,"{'amenity': 'police', 'name:en': 'Polsek Glagah'}","(114.31330210000041, -8.218010899999987)",police,
2128,6808412890,"{'amenity': 'fire_station', 'name': 'BPK Nurul Iman'}","(114.57802369999993, -3.306698099999974)",fire_station,
2129,6810838375,"{'addr:housenumber': '62', 'amenity': 'fire_station', 'name': 'BPK Pendamai'}","(114.57767650000001, -3.3328066000000045)",fire_station,
2130,6813350730,{'emergency': 'fire_hydrant'},"(110.40956169999991, -7.687134299999978)",,fire_hydrant
2131,6813350734,"{'emergency': 'fire_hydrant', 'highway': 'service'}","(110.40898639999992, -7.686736799999978)",,fire_hydrant
2132,6813350742,"{'emergency': 'assembly_point', 'name': 'Assembly Point'}","(110.40979249999994, -7.686666599999979)",,assembly_point
2133,6813375944,"{'emergency': 'assembly_point', 'name': 'Assembly Point'}","(110.41048509999999, -7.686112399999982)",,assembly_point
2134,6813375972,"{'emergency': 'fire_hydrant', 'name': 'Hydrant Box'}","(110.41112629999998, -7.6867452999999815)",,fire_hydrant
2135,6813375978,{'emergency': 'fire_hydrant'},"(110.4101372, -7.686756699999982)",,fire_hydrant
2136,6813396889,{'emergency': 'fire_hydrant'},"(110.41098639999991, -7.687050799999984)",,fire_hydrant
2137,6813396892,"{'emergency': 'fire_hydrant', 'name': 'Hydrant Box'}","(110.41131349999992, -7.686299399999983)",,fire_hydrant
2138,6813396898,"{'emergency': 'fire_hydrant', 'name': 'Hydrant Box'}","(110.4103923999999, -7.686647699999983)",,fire_hydrant
2139,6813396899,"{'emergency': 'fire_hydrant', 'name': 'Hydrant Box'}","(110.4105436999999, -7.6859969999999835)",,fire_hydrant
2140,6813788385,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41150120000009, -7.688068899999979)",,fire_hydrant
2141,6813788407,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41184170000012, -7.688420299999979)",,fire_hydrant
2142,6813788420,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41198510000014, -7.687818199999978)",,fire_hydrant
2143,6813788426,"{'emergency': 'fire_hydrant', 'name': 'Hydrant Pillar', 'service': 'emergency_access'}","(110.41176200000012, -7.688209199999977)",,fire_hydrant
2144,6813788437,"{'emergency': 'fire_hydrant', 'name': 'Hydrant Pillar', 'service': 'emergency_access'}","(110.41181730000014, -7.687926499999977)",,fire_hydrant
2145,6813788439,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41156630000015, -7.687771199999976)",,fire_hydrant
2146,6813788440,"{'emergency': 'assembly_point', 'name': 'Assembly Point', 'service': 'emergency_access'}","(110.41156810000015, -7.688755499999976)",,assembly_point
2147,6814864959,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41295099999992, -7.6882923)",,fire_hydrant
2148,6814864960,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41340069999993, -7.6882103)",,fire_hydrant
2149,6814864970,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41384089999993, -7.6878939)",,fire_hydrant
2150,6814864977,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41379009999993, -7.6877844)",,fire_hydrant
2151,6814943585,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41290679999993, -7.6879257)",,fire_hydrant
2152,6814943588,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41340539999993, -7.6877515)",,fire_hydrant
2153,6814943592,"{'emergency': 'assembly_point', 'name': 'Assembly Point'}","(110.41263849999991, -7.687581400000001)",,assembly_point
2154,6814943598,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41374339999992, -7.688203100000002)",,fire_hydrant
2155,6814943605,"{'emergency': 'assembly_point', 'name': 'Assembly Point', 'service': 'emergency_access'}","(110.4134160999999, -7.687679200000002)",,assembly_point
2156,6814943618,"{'emergency': 'assembly_point', 'name': 'Hydrant', 'service': 'emergency_access'}","(110.41373059999991, -7.688583200000003)",,assembly_point
2157,6814943627,"{'emergency': 'assembly_point', 'name': 'Assembly Point'}","(110.41333459999991, -7.688638600000004)",,assembly_point
2158,6814943646,"{'emergency': 'assembly_point', 'name': 'Assembly Point'}","(110.41269969999989, -7.6875877000000035)",,assembly_point
2159,6814943647,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41269809999989, -7.688474900000004)",,fire_hydrant
2160,6814943648,"{'emergency': 'assembly_point', 'name': 'Assembly Point'}","(110.41296099999988, -7.687940500000003)",,assembly_point
2161,6815377782,{'emergency': 'ambulance_station'},"(114.57643429999993, -3.316835399999993)",,ambulance_station
2162,6831852853,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41468159999995, -7.687440700000013)",,fire_hydrant
2163,6831874838,"{'emergency': 'assembly_point', 'name': 'Assembly Point', 'service': 'emergency_access'}","(110.41233710000003, -7.687366600000014)",,assembly_point
2164,6831874840,"{'emergency': 'assembly_point', 'name': 'Assembly Point'}","(110.41419880000002, -7.687639300000014)",,assembly_point
2165,6831874844,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41311050000003, -7.687488700000014)",,fire_hydrant
2166,6831874846,"{'emergency': 'assembly_point', 'name': 'Assembly Point', 'service': 'emergency_access'}","(110.41364560000002, -7.687245200000014)",,assembly_point
2167,6831874847,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41284800000003, -7.686640300000014)",,fire_hydrant
2168,6831874851,"{'emergency': 'assembly_point', 'name': 'Assembly Point', 'service': 'emergency_access'}","(110.41477590000002, -7.6874941000000145)",,assembly_point
2169,6831874862,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41322750000005, -7.687030300000015)",,fire_hydrant
2170,6831874866,"{'emergency': 'assembly_point', 'name': 'Assembly Point', 'service': 'emergency_access'}","(110.41485540000005, -7.6871017000000155)",,assembly_point
2171,6831874868,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.41229650000005, -7.687081900000016)",,fire_hydrant
2172,6831874881,"{'emergency': 'fire_hydrant', 'service': 'emergency_access'}","(110.4147569, -7.6870052)",,fire_hydrant
